,id,user_id,status,type,key,slug,name,body,created_at,can_read,user_key,urlname,nickname,note_count,user_created_at
986,49412045,28463,published,TalkNote,nd6c8f763d19f,slug-nd6c8f763d19f,,娘とラムネ味わらび餅を味わう。駄菓子的美味しさ。娘はお気に入りに。ごちそうさまでした🙌,2022-06-01T18:12:09.000+09:00,True,f3b2cec86acbc9e524181d371d225ed7,masako115,CHaRON,2361,2014-04-12T07:24:02.000+09:00
